연도,조사기간,정당,지지율
2012,8월 3주차,민주통합당,30.6
2012,8월 3주차,통합진보당,2.8
2012,8월 3주차,선진통일당,0.5
2012,8월 3주차,기타·무당층,25.5
2012,8월 4주차,새누리당,44.7
2012,8월 4주차,민주통합당,31.5
2012,8월 4주차,통합진보당,2.4
2012,8월 4주차,선진통일당,0.6
2012,8월 4주차,기타·무당층,20.8
2012,8월 5주차,새누리당,42.8
2012,8월 5주차,민주통합당,31.7
2012,8월 5주차,통합진보당,2
2012,8월 5주차,선진통일당,0.3
2012,8월 5주차,기타·무당층,23.2
2012,9월 1주차,새누리당,43.4
2012,9월 1주차,민주통합당,30.6
2012,9월 1주차,통합진보당,2.5
2012,9월 1주차,선진통일당,0.1
2012,9월 1주차,기타·무당층,23.4
2012,9월 2주차,새누리당,41.3
2012,9월 2주차,민주통합당,31.7
2012,9월 2주차,통합진보당,1.9
2012,9월 2주차,선진통일당,0.6
2012,9월 2주차,기타·무당층,24.5
2012,9월 3주차,새누리당,40.5
2012,9월 3주차,민주통합당,31.5
2012,9월 3주차,통합진보당,1.5
2012,9월 3주차,선진통일당,0.5
2012,9월 3주차,기타·무당층,26
2012,9월 4주차,새누리당,38.5
2012,9월 4주차,민주통합당,30.4
2012,9월 4주차,통합진보당,2.3
2012,9월 4주차,선진통일당,0.5
2012,9월 4주차,기타·무당층,28.3
2012,10월 1주차,새누리당,41.1
2012,10월 1주차,민주통합당,29.5
2012,10월 1주차,통합진보당,1.8
2012,10월 1주차,선진통일당,0.4
2012,10월 1주차,기타·무당층,27.2
2012,10월 2주차,새누리당,38.7
2012,10월 2주차,민주통합당,28.5
2012,10월 2주차,통합진보당,2.4
2012,10월 2주차,선진통일당,0.5
2012,10월 2주차,기타·무당층,29.9
2012,10월 3주차,새누리당,41.1
2012,10월 3주차,민주통합당,27.7
2012,10월 3주차,통합진보당,1.4
2012,10월 3주차,선진통일당,0.3
2012,10월 3주차,기타·무당층,29.5
2012,10월 4주차,새누리당,41.4
2012,10월 4주차,민주통합당,28.3
2012,10월 4주차,통합진보당,1.4
2012,10월 4주차,진보정의당,1.4
2012,10월 4주차,기타·무당층,27.5
2012,10월 5주차,새누리당,41.2
2012,10월 5주차,민주통합당,28.2
2012,10월 5주차,통합진보당,1
2012,10월 5주차,진보정의당,1.3
2012,10월 5주차,기타·무당층,28.3
2012,11월 1주차,새누리당,40.8
2012,11월 1주차,민주통합당,31.7
2012,11월 1주차,통합진보당,1.2
2012,11월 1주차,진보정의당,1.3
2012,11월 1주차,기타·무당층,25
2012,11월 2주차,새누리당,42.3
2012,11월 2주차,민주통합당,30.6
2012,11월 2주차,통합진보당,1.6
2012,11월 2주차,진보정의당,1.3
2012,11월 2주차,기타·무당층,24.2
2012,11월 3주차,새누리당,41.5
2012,11월 3주차,민주통합당,32.5
2012,11월 3주차,통합진보당,1.7
2012,11월 3주차,진보정의당,0.8
2012,11월 3주차,기타·무당층,23.5
2012,11월 4주차,새누리당,45.3
2012,11월 4주차,민주통합당,38.9
2012,11월 4주차,통합진보당,0.8
2012,11월 4주차,진보정의당,0.6
2012,11월 4주차,기타·무당층,14.4
2012,12월 1주차,새누리당,47.2
2012,12월 1주차,민주통합당,39.9
2012,12월 1주차,통합진보당,1
2012,12월 1주차,진보정의당,0.6
2012,12월 1주차,기타·무당층,11.3
2012,12월 2주차,새누리당,46.4
2012,12월 2주차,민주통합당,42
2012,12월 2주차,통합진보당,1.7
2012,12월 2주차,진보정의당,1
2012,12월 2주차,기타·무당층,8.9
2012,12월 3주차,새누리당,47.9
2012,12월 3주차,민주통합당,41
2012,12월 3주차,통합진보당,1.4
2012,12월 3주차,진보정의당,0.8
2012,12월 3주차,기타·무당층,8.9
2012,12월 4주차,새누리당,51.1
2012,12월 4주차,민주통합당,33.3
2012,12월 4주차,통합진보당,1.1
2012,12월 4주차,진보정의당,1.6
2012,12월 4주차,기타·무당층,12.9
2013,1월 1주차,새누리당,49.8
2013,1월 1주차,민주통합당,33.8
2013,1월 1주차,통합진보당,1.6
2013,1월 1주차,진보정의당,0.7
2013,1월 1주차,기타 정당,1.2
2013,1월 1주차,무당층,12.9
2013,1월 2주차,새누리당,48.1
2013,1월 2주차,민주통합당,32.8
2013,1월 2주차,통합진보당,2.4
2013,1월 2주차,진보정의당,1.7
2013,1월 2주차,기타 정당,1.1
2013,1월 2주차,무당층,13.9
2013,1월 3주차,새누리당,46.5
2013,1월 3주차,민주통합당,30.3
2013,1월 3주차,통합진보당,2.1
2013,1월 3주차,진보정의당,1.7
2013,1월 3주차,기타 정당,1.3
2013,1월 3주차,무당층,18.1
2013,1월 4주차,새누리당,49.8
2013,1월 4주차,민주통합당,29
2013,1월 4주차,통합진보당,1.8
2013,1월 4주차,진보정의당,1.4
2013,1월 4주차,기타 정당,1.3
2013,1월 4주차,무당층,16.7
2013,1월 5주차,새누리당,46.3
2013,1월 5주차,민주통합당,29.4
2013,1월 5주차,통합진보당,1.8
2013,1월 5주차,진보정의당,1.6
2013,1월 5주차,기타 정당,2
2013,1월 5주차,무당층,18.9
2013,2월 1주차,새누리당,49.7
2013,2월 1주차,민주통합당,27.7
2013,2월 1주차,통합진보당,1.7
2013,2월 1주차,진보정의당,1.7
2013,2월 1주차,기타 정당,1.4
2013,2월 1주차,무당층,17.8
2013,2월 2주차,새누리당,47.4
2013,2월 2주차,민주통합당,29.3
2013,2월 2주차,통합진보당,1.9
2013,2월 2주차,진보정의당,1.2
2013,2월 2주차,기타 정당,1
2013,2월 2주차,무당층,19.2
2013,2월 3주차,새누리당,48.8
2013,2월 3주차,민주통합당,29.9
2013,2월 3주차,통합진보당,1.4
2013,2월 3주차,진보정의당,0.8
2013,2월 3주차,기타 정당,2.3
2013,2월 3주차,무당층,16.8
2013,2월 4주차,새누리당,51.3
2013,2월 4주차,민주통합당,26.8
2013,2월 4주차,통합진보당,1.8
2013,2월 4주차,진보정의당,1.8
2013,2월 4주차,기타 정당,1.3
2013,2월 4주차,무당층,17
2013,3월 1주차,새누리당,48.6
2013,3월 1주차,민주통합당,27.7
2013,3월 1주차,통합진보당,2.2
2013,3월 1주차,진보정의당,1.2
2013,3월 1주차,기타 정당,2.2
2013,3월 1주차,무당층,18.1
2013,3월 2주차,새누리당,47.7
2013,3월 2주차,민주통합당,23.3
2013,3월 2주차,통합진보당,2.2
2013,3월 2주차,진보정의당,1.5
2013,3월 2주차,기타 정당,3.1
2013,3월 2주차,무당층,22.2
2013,3월 3주차,새누리당,47.3
2013,3월 3주차,민주통합당,25.4
2013,3월 3주차,통합진보당,2.2
2013,3월 3주차,진보정의당,1.7
2013,3월 3주차,기타 정당,1.6
2013,3월 3주차,무당층,21.8
2013,3월 4주차,새누리당,47.1
2013,3월 4주차,민주통합당,24.3
2013,3월 4주차,통합진보당,1.4
2013,3월 4주차,진보정의당,0.8
2013,3월 4주차,기타 정당,2.7
2013,3월 4주차,무당층,23.7
2013,4월 1주차,새누리당,44.7
2013,4월 1주차,민주통합당,24.9
2013,4월 1주차,통합진보당,2.2
2013,4월 1주차,진보정의당,1.8
2013,4월 1주차,기타 정당,2.7
2013,4월 1주차,무당층,23.7
2013,4월 2주차,새누리당,45.3
2013,4월 2주차,민주통합당,26
2013,4월 2주차,통합진보당,2.6
2013,4월 2주차,진보정의당,1.7
2013,4월 2주차,기타 정당,3.4
2013,4월 2주차,무당층,21
2013,4월 3주차,새누리당,45.2
2013,4월 3주차,민주통합당,25.1
2013,4월 3주차,통합진보당,2.6
2013,4월 3주차,진보정의당,1.2
2013,4월 3주차,기타 정당,2.5
2013,4월 3주차,무당층,23.4
2013,4월 4주차,새누리당,45.9
2013,4월 4주차,민주통합당,24.7
2013,4월 4주차,통합진보당,2
2013,4월 4주차,진보정의당,1.6
2013,4월 4주차,기타 정당,2.6
2013,4월 4주차,무당층,23.2
2013,5월 1주차,새누리당,46.5
2013,5월 1주차,민주통합당,22.6
2013,5월 1주차,통합진보당,1.8
2013,5월 1주차,진보정의당,1.1
2013,5월 1주차,기타 정당,4.6
2013,5월 1주차,무당층,23.4
2013,5월 2주차,새누리당,44.6
2013,5월 2주차,민주당,23.8
2013,5월 2주차,통합진보당,2.2
2013,5월 2주차,진보정의당,1.2
2013,5월 2주차,기타 정당,4
2013,5월 2주차,무당층,24.2
2013,5월 3주차,새누리당,43.9
2013,5월 3주차,민주당,22.8
2013,5월 3주차,통합진보당,2.4
2013,5월 3주차,진보정의당,2.2
2013,5월 3주차,기타 정당,3.6
2013,5월 3주차,무당층,25.1
2013,5월 4주차,새누리당,43.6
2013,5월 4주차,민주당,22.7
2013,5월 4주차,통합진보당,2.6
2013,5월 4주차,진보정의당,1.6
2013,5월 4주차,기타 정당,3.7
2013,5월 4주차,무당층,25.8
2013,5월 5주차,새누리당,45.6
2013,5월 5주차,민주당,24.6
2013,5월 5주차,통합진보당,2.3
2013,5월 5주차,진보정의당,2
2013,5월 5주차,기타 정당,2.6
2013,5월 5주차,무당층,22.9
2013,6월 1주차,새누리당,50.9
2013,6월 1주차,민주당,22.1
2013,6월 1주차,통합진보당,2.7
2013,6월 1주차,진보정의당,2
2013,6월 1주차,기타 정당,2.7
2013,6월 1주차,무당층,19.6
2013,6월 2주차,새누리당,48.7
2013,6월 2주차,민주당,21.1
2013,6월 2주차,통합진보당,3.1
2013,6월 2주차,진보정의당,1.4
2013,6월 2주차,기타 정당,2.1
2013,6월 2주차,무당층,23.6
2013,6월 3주차,새누리당,48.6
2013,6월 3주차,민주당,21.5
2013,6월 3주차,통합진보당,2.3
2013,6월 3주차,진보정의당,1.5
2013,6월 3주차,기타 정당,2.7
2013,6월 3주차,무당층,23.4
2013,6월 4주차,새누리당,43.4
2013,6월 4주차,민주당,25.3
2013,6월 4주차,통합진보당,1.5
2013,6월 4주차,진보정의당,1.6
2013,6월 4주차,기타 정당,2.1
2013,6월 4주차,무당층,26.1
2013,7월 1주차,새누리당,46.4
2013,7월 1주차,민주당,24.8
2013,7월 1주차,통합진보당,2.7
2013,7월 1주차,진보정의당,0.9
2013,7월 1주차,기타 정당,3.2
2013,7월 1주차,무당층,22
2013,7월 2주차,새누리당,48
2013,7월 2주차,민주당,24
2013,7월 2주차,통합진보당,2.1
2013,7월 2주차,진보정의당,0.9
2013,7월 2주차,기타 정당,2.8
2013,7월 2주차,무당층,22.2
2013,7월 3주차,새누리당,47
2013,7월 3주차,민주당,25.1
2013,7월 3주차,통합진보당,1.9
2013,7월 3주차,진보정의당,1.6
2013,7월 3주차,기타 정당,2.7
2013,7월 3주차,무당층,21.7
2013,7월 4주차,새누리당,46
2013,7월 4주차,민주당,25.7
2013,7월 4주차,통합진보당,2.9
2013,7월 4주차,정의당,1.3
2013,7월 4주차,기타 정당,2.3
2013,7월 4주차,무당층,21.8
2013,7월 5주차,새누리당,46.8
2013,7월 5주차,민주당,23.2
2013,7월 5주차,통합진보당,3.4
2013,7월 5주차,정의당,0.9
2013,7월 5주차,기타 정당,3
2013,7월 5주차,무당층,22.7
2013,8월 1주차,새누리당,47.7
2013,8월 1주차,민주당,24.5
2013,8월 1주차,통합진보당,3.3
2013,8월 1주차,정의당,1.1
2013,8월 1주차,기타 정당,2.9
2013,8월 1주차,무당층,20.5
2013,8월 2주차,새누리당,45.6
2013,8월 2주차,민주당,24.9
2013,8월 2주차,통합진보당,2.1
2013,8월 2주차,정의당,1.3
2013,8월 2주차,기타 정당,2.9
2013,8월 2주차,무당층,23.4
2013,8월 3주차,새누리당,47.9
2013,8월 3주차,민주당,27.1
2013,8월 3주차,통합진보당,2.5
2013,8월 3주차,정의당,1.4
2013,8월 3주차,기타 정당,2.8
2013,8월 3주차,무당층,18.3
2013,8월 4주차,새누리당,48.5
2013,8월 4주차,민주당,26
2013,8월 4주차,통합진보당,2.2
2013,8월 4주차,정의당,1.6
2013,8월 4주차,기타 정당,1.8
2013,8월 4주차,무당층,19.9
2013,9월 1주차,새누리당,53.3
2013,9월 1주차,민주당,21.8
2013,9월 1주차,통합진보당,1.6
2013,9월 1주차,정의당,1.2
2013,9월 1주차,기타 정당,1.9
2013,9월 1주차,무당층,20.2
2013,9월 2주차,새누리당,52.2
2013,9월 2주차,민주당,21.1
2013,9월 2주차,통합진보당,2.5
2013,9월 2주차,정의당,1.3
2013,9월 2주차,기타 정당,2.3
2013,9월 2주차,무당층,20.6
2013,9월 3주차,새누리당,50
2013,9월 3주차,민주당,26.6
2013,9월 3주차,통합진보당,1.1
2013,9월 3주차,정의당,2.5
2013,9월 3주차,기타 정당,2
2013,9월 3주차,무당층,17.8
2013,9월 4주차,새누리당,50.3
2013,9월 4주차,민주당,24.9
2013,9월 4주차,통합진보당,1.5
2013,9월 4주차,정의당,1.3
2013,9월 4주차,기타 정당,2.1
2013,9월 4주차,무당층,19.9
2013,10월 1주차,새누리당,49.7
2013,10월 1주차,민주당,24.5
2013,10월 1주차,통합진보당,2.4
2013,10월 1주차,정의당,2.1
2013,10월 1주차,기타 정당,2.5
2013,10월 1주차,무당층,18.8
2013,10월 2주차,새누리당,49.1
2013,10월 2주차,민주당,24.9
2013,10월 2주차,통합진보당,1.7
2013,10월 2주차,정의당,0.8
2013,10월 2주차,기타 정당,1.9
2013,10월 2주차,무당층,21.6
2013,10월 3주차,새누리당,48.8
2013,10월 3주차,민주당,24.5
2013,10월 3주차,통합진보당,2.2
2013,10월 3주차,정의당,1.5
2013,10월 3주차,기타 정당,3.3
2013,10월 3주차,무당층,19.7
2013,10월 4주차,새누리당,46.1
2013,10월 4주차,민주당,26.4
2013,10월 4주차,통합진보당,1.9
2013,10월 4주차,정의당,1.3
2013,10월 4주차,기타 정당,2.2
2013,10월 4주차,무당층,22.1
2013,10월 5주차,새누리당,46.5
2013,10월 5주차,민주당,27.9
2013,10월 5주차,통합진보당,2.2
2013,10월 5주차,정의당,1.5
2013,10월 5주차,기타 정당,1.9
2013,10월 5주차,무당층,20
2013,11월 1주차,새누리당,47.4
2013,11월 1주차,민주당,24.9
2013,11월 1주차,통합진보당,3
2013,11월 1주차,정의당,1.5
2013,11월 1주차,기타 정당,3.2
2013,11월 1주차,무당층,20
2013,11월 2주차,새누리당,45.7
2013,11월 2주차,민주당,26.5
2013,11월 2주차,통합진보당,2.2
2013,11월 2주차,정의당,1.5
2013,11월 2주차,기타 정당,2.9
2013,11월 2주차,무당층,21.2
2013,11월 3주차,새누리당,48.1
2013,11월 3주차,민주당,26.1
2013,11월 3주차,통합진보당,2.4
2013,11월 3주차,정의당,1.9
2013,11월 3주차,기타 정당,2.2
2013,11월 3주차,무당층,19.3
2013,11월 4주차,새누리당,48.9
2013,11월 4주차,민주당,23
2013,11월 4주차,통합진보당,2.2
2013,11월 4주차,정의당,2.1
2013,11월 4주차,기타 정당,3.4
2013,11월 4주차,무당층,20.4
2013,12월 1주차,새누리당,47.5
2013,12월 1주차,민주당,22.9
2013,12월 1주차,통합진보당,2.1
2013,12월 1주차,정의당,1.4
2013,12월 1주차,기타 정당,4.1
2013,12월 1주차,무당층,22
2013,12월 2주차,새누리당,48.8
2013,12월 2주차,민주당,20.6
2013,12월 2주차,통합진보당,2.9
2013,12월 2주차,정의당,2.1
2013,12월 2주차,기타 정당,3.7
2013,12월 2주차,무당층,21.9
2013,12월 3주차,새누리당,46.9
2013,12월 3주차,민주당,23.8
2013,12월 3주차,통합진보당,2.3
2013,12월 3주차,정의당,2.6
2013,12월 3주차,기타 정당,3.6
2013,12월 3주차,무당층,20.8
2013,12월 4주차,새누리당,44.2
2013,12월 4주차,민주당,22.4
2013,12월 4주차,통합진보당,2.4
2013,12월 4주차,정의당,1.9
2013,12월 4주차,기타 정당,6
2013,12월 4주차,무당층,23.1
2014,1월 1주차,새누리당,46.6
2014,1월 1주차,민주당,21.3
2014,1월 1주차,통합진보당,2.8
2014,1월 1주차,정의당,3
2014,1월 1주차,기타 정당,4.6
2014,1월 1주차,무당층,21.7
2014,1월 2주차,새누리당,47.1
2014,1월 2주차,민주당,20.1
2014,1월 2주차,통합진보당,2
2014,1월 2주차,정의당,3.2
2014,1월 2주차,기타 정당,5.2
2014,1월 2주차,무당층,22.4
2014,1월 3주차,새누리당,46.4
2014,1월 3주차,민주당,21.3
2014,1월 3주차,통합진보당,2.9
2014,1월 3주차,정의당,2.8
2014,1월 3주차,기타 정당,6.1
2014,1월 3주차,무당층,20.4
2014,1월 4주차,새누리당,46.2
2014,1월 4주차,민주당,22.4
2014,1월 4주차,통합진보당,3
2014,1월 4주차,정의당,2.3
2014,1월 4주차,기타 정당,6.1
2014,1월 4주차,무당층,21.2
2014,1월 5주차,새누리당,48.8
2014,1월 5주차,민주당,17.7
2014,1월 5주차,통합진보당,2.9
2014,1월 5주차,정의당,3.2
2014,1월 5주차,기타 정당,6.1
2014,1월 5주차,무당층,22.5
2014,2월 1주차,새누리당,46.8
2014,2월 1주차,민주당,21.1
2014,2월 1주차,통합진보당,2.3
2014,2월 1주차,정의당,2.7
2014,2월 1주차,기타 정당,6.3
2014,2월 1주차,무당층,20.8
2014,2월 2주차,새누리당,45.8
2014,2월 2주차,민주당,24.4
2014,2월 2주차,통합진보당,2.4
2014,2월 2주차,정의당,2
2014,2월 2주차,기타 정당,6.2
2014,2월 2주차,무당층,20.2
2014,2월 3주차,새누리당,43.2
2014,2월 3주차,민주당,22.4
2014,2월 3주차,통합진보당,2.6
2014,2월 3주차,정의당,2.5
2014,2월 3주차,기타 정당,6.9
2014,2월 3주차,무당층,22.4
2014,2월 4주차,새누리당,50.4
2014,2월 4주차,민주당,19
2014,2월 4주차,통합진보당,3.1
2014,2월 4주차,정의당,2.8
2014,2월 4주차,기타 정당,6.6
2014,2월 4주차,무당층,18.1
2014,3월 1주차,새누리당,47.8
2014,3월 1주차,민주당,38.3
2014,3월 1주차,통합진보당,1.8
2014,3월 1주차,정의당,0.9
2014,3월 1주차,기타 정당,1.4
2014,3월 1주차,무당층,9.8
2014,3월 2주차,새누리당,48.2
2014,3월 2주차,민주당,37.2
2014,3월 2주차,통합진보당,1.4
2014,3월 2주차,정의당,1.2
2014,3월 2주차,기타 정당,1.3
2014,3월 2주차,무당층,10.7
2014,3월 3주차,새누리당,49.6
2014,3월 3주차,민주당,34.8
2014,3월 3주차,통합진보당,1.2
2014,3월 3주차,정의당,1.4
2014,3월 3주차,기타 정당,0.6
2014,3월 3주차,무당층,12.4
2014,3월 4주차,새누리당,50.2
2014,3월 4주차,새정치민주연합,33.3
2014,3월 4주차,통합진보당,2.5
2014,3월 4주차,정의당,0.8
2014,3월 4주차,기타 정당,0.7
2014,3월 4주차,지지정당 없음,12.5
2014,4월 1주차,새누리당,50
2014,4월 1주차,새정치민주연합,33.4
2014,4월 1주차,통합진보당,1.8
2014,4월 1주차,정의당,0.8
2014,4월 1주차,기타 정당,1.1
2014,4월 1주차,지지정당 없음,12.9
2014,4월 2주차,새누리당,52.5
2014,4월 2주차,새정치민주연합,28.5
2014,4월 2주차,통합진보당,1.8
2014,4월 2주차,정의당,1.2
2014,4월 2주차,기타 정당,2.1
